datePublication, originPublication,textPublication,disInformationStatus,wordSentences
12.10.2022,kp.ru,"Recurring pro-Kremlin narratives on the absolute absence of civilian causalities due to the Russian invasion of Ukraine. At that Vladimir Putin admitted Russia bombs the civilian infrastructure in retaliation to the explosion of the Kerch bridge.There is rich evidence that Russia is committing war crimes in Ukraine, such as the shelling of shopping malls, killing civilians, raping, as well as using imprecise weapons.From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 9 October 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 15,592 civilian casualties in the country: 6,221 killed and 9,371 injured. On October 10, Russian strikes of the civilian infrastructure strikes killed at least 14 people in Ukraine and disrupted electricity in some regions. A pedestrian on Kyiv's Klichko bridge had a narrow escape when a Russian missile hit the walkway. No evidence is given that it was due to the Ukrainian anti-missile system.IAEA Director General Rafael Grossi has said in April 2022 that Russian missiles over Ukraine's nuclear power plants could cause a nuclear accident.The site of the Rivne nuclear power plant (NPP) in the town of Varash in the Rivne region in western Ukraine was under fire on October 10. Ukrainian air defence systems was active to intercept drones and missiles.There is no evidence to support the claims that ""the Ukronazis are shooting precisely at places where civilians potentially accumulate"". The Ukrainian authorities did not systematically exterminate or abuse the people living in the conflict zone. The claimed dead people – military and civilian alike - are a result of a war Russia had started in Ukraine. It was not an internal civil conflict but a well-documented act of aggression by Russian armed forces, ongoing since February 2014. The OSCE Special Monitoring Mission to Ukraine which has closely monitored the conflict has observed no such genocide.See more disinformation cases on the invasion of Ukraine.",Real,Russia's missile strikes are selective and humane not to hurt civilians
12.10.2022,"enews.md, mejdurecie.md","Recurring the pro-Kremlin disinformation narrative about the West playing the role of master or curator for Moldovan authorities, mixing in Romania’s alleged intentions to annex Moldova.The EU and Romania provide aid and assistance to Moldova in case of crisis, including pandemic and energy crisis, but there is no agreement on military interventions with troops.Recently, in June 2022, the EU announced an aid of 40 million euros for the Moldovan National Army in as part of the European Peace Facility in the context and ""will strengthen the capacities of the logistics, mobility, command and control, cyber defense, unmanned aerial reconnaissance and tactical communications units of the Armed Forces of Moldova by providing non-lethal equipment, supplies and relevant services, including training related to the equipment"". This assistance does not contain any mention of sending troops or military interventions.See here a similar case claiming that the West is destabilising Moldova to justify military and political annexation by Romania.",Real,"In case of mass protests in Moldova, the West may agree to send troops from neighboring Romania"
11.10.2022,"sputniknews.com, fr.sputniknews.africa","A pro-Kremlin narrative made in the context of Russia's war of aggression against Ukraine.The claim is disinformation, as details about the attack on the Crimea bridge were still very scarce when this story was released. The goal of this narrative is to denigrate Ukraine by portraying it as unable to achieve military success by itself. Russia has also been pushing for a long time the narrative that it is fighting not only Ukraine but also NATO and the West as a whole.As for the leaks in the Nord Stream pipelines, Denmark, Sweden and Germany have started investigations to establish the cause of the leaks. Denmark and Sweden, in whose exclusive economic zone the leaks took place, are going to inspect the sites of the leaks after the gas stops coming out into the sea. This is the first step in determining what caused the leaks. Anything before that would be mere speculation and conspiracy theory. See also our article Nord Stream 1 & 2 sabotage - disinformation a la MH-17?Neither the West nor the US are in war with Russia. Since Russia launched its unjustified full-scale war against Ukraine on 24 February 2022, the West has been calling for Russian withdrawal and a peaceful settlement.Read also related cases: The US and the West are fighting hybrid war against Russia in Ukraine, Kyiv’s US and EU curators are encouraging hostilities to continue, West uses Ukrainians as cannon fodder in proxy war against Russia, The US desperately needs a ""little war"" with Russia; pushes Ukraine towards escalation",Real,Kerch bridge: Ukraine is a proxy in the West's war against Russia
11.10.2022,russtrat.ru,"This is a recurring disinformation narrative from pro-Kremlin outlets justifying the Russian war of aggression against Ukraine, occupation in parts of Ukraine via illegitimate referenda, discrediting Ukrainian statehood, presenting Ukraine as a failedand degrading state. It offers an absurd interpretation of the Russian military invasion of Ukraine with the use of the classic disinformation narrative about the Russian world.Ukraine is a well-defined nation-state with a long history and its own literature and identity, despite foreign rule for long periods of time. The ""all-Russian big nation"" is an imperial Russian and Russian revanchist ideology that is a favoured pro-Kremlin narrative aimed at weakening the national identity of Ukrainians, as well as undermining the state sovereignty.Ukraine is a sovereign and independent state with a democratically-elected president and parliament. Ukraine’s sovereignty and territorial integrity are respected by almost the whole world with Russia as the key exception.The occupied Ukrainian territories/cities are not Russian and not ""liberated"" as the publication claims, but temporarily occupied territories as a result of Russia's aggression against Ukraine. The referendums are shams, conducted in haste and under military repression and as far from the ""public will of the people"" as imaginable.Pro-Kremlin media outlets often cast doubts on Ukrainian statehood and claim that Ukraine either does not exist as a state or is going to tumble down very soon, or it is a colony of the West. In reality, present-day Ukraine has been on the world map since 1991 when the Soviet Union disintegrated. It has elected six presidents since then and changed parties in government several times which illustrates political diversity and democratic dynamics even during economic hardship in the wake of Russian aggression in 2014.Ukraine's sovereignty and territorial integrity have been violated by continuous acts of aggression by Russian armed forces since 2014 and culminated in an aggressive attack on a neighbouring country on February 24, 2022.See similar disinformation cases that target Ukraine: that Ukraine does not exist as a state; that Ukraine will be split up; that Ukraine is a quasi-state with a failed economy; that modern Ukraine was created as a country for death in the name of American interests and others.",Real,There is no Ukraine: Russia liberates Russian cities
11.10.2022,all-make.net,"This is a recurring disinformation narrative from pro-Kremlin media outlets alleging that NATO is directly involved in Russia’s war of aggression in Ukraine. This is also an attempt to justify the Russian military failures and downplay the role of the Ukrainian Armed Forces.Only the Ukrainian Armed Forces are fighting the Russian invaders. NATO member states provide Ukraine with military assistance to repel Russia’s unprovoked aggression, but there is no direct NATO involvement in fighting. Western instructors are teaching Ukrainian soldiers how to use modern weaponry, but there are no NATO troops fighting on the front or leading Ukrainian units. The Ukrainian counter-offensive is led by the Ukrainian military and political leadership. NATO as an organisation is not involved in fighting in Ukraine. Ukraine receives weapons with the sole aim of restoring its territorial integrity within its internationally recognised borders.Admiral Rob Bauer, chairman of the NATO Military Committee, said in September 2022: ""No, NATO is not at war with Russia. I have to be very clear about that. <...> If Russia would attack one of our allies, then it is absolutely clear, and we make that as clear as we can to Russia, that we would defend every inch of allied territory. Then Russia and NATO will be in a conflict. But until that moment, NATO is not at war with Russia.""The US, the EU and NATO condemns in the strongest possible terms Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked. NATO as an organisation is not involved in fighting in Ukraine.See similar cases that claiming that Russia is at war with NATO and the Pentagon and only the soldiers are Ukrainians; that NATO is at war with Russia with the hands of Ukrainians; that NATO was turning Ukraine into an enemy of Russia; that NATO has no interest in peace in Ukraine; and that the West is using Ukrainians to fight Russia in Ukraine.",Real,Russia is fighting NATO troops in Ukraine
11.10.2022,"fr.news-front.info, News Front - English","Pro-Kremlin fabrication serving the narrative that Ukraine is led since 2014 by a Nazi junta.Commander-in-Chief of the Ukrainian army Valery Zaluzhny wears a stacked beaded bracelet with one bead featuring the Scandinavian symbol of the Vikings which has no connection with a Nazi Swastika. The Insider adds that he posted a detailed close-up picture of his bracelet debunking what the pro-Kremlin media concocted from their efforts to zoom in on his bracelet.Read also related cases: Russia tries to liberate its own territories from the Nazis, Ukrainian tanks decorated with Nazi crosses, Ukraine is ruled by a Nazi junta, Ukraine does not want the return of Donbas because of the neo-Nazi cult of Bandera, Reason for Yanukovych departure in 2014 was a coup d'état led by a fascist junta.",Real,A Nazi symbol was found on the Commander in Chief of the armed forces of Ukraine
11.10.2022,sputniknews.com,"The claim is part of an ongoing pro-Kremlin disinformation campaign concerning Russia’s criminal invasion of Ukraine.The material and links may contain distressing/graphic content.At least 14 people have died and 95 were injured during the Monday strikes. Children's playground were among Russia's targets. As of 10 October 2022, the Russian aggression in Ukraine has resulted in at least 15,592 civilian casualties. A non-exhaustive list of the Russian Army’s exploits in Ukraine would include the rape and torture of children; massacres of civilians; deliberate attacks against non-combatants; widespread use of cluster munitions in civilian areas; hospital bombings; forced disappearances and torture of civilians; mass deportations to Russia; and attacks on cultural heritage sites.Evidence of these crimes, which continues to mount daily, is being recorded by Human Rights Watch, Amnesty International, the UN High Commissioner for Human Rights, and others.Concerning the claim that Kyiv is waging a ""civil war"" on its own civilians, the conflict is a well-documented act of aggression by Russian armed forces, ongoing since February 2014. There is irrefutable evidence of direct Russian military involvement in Eastern Ukraine, in the Donbas. Russia is supporting its proxies with weapons, its active-duty soldiers serve there and its top military commanders visit the war zone to coordinate joint efforts with the separatists.",Real,Recent strikes were aimed legitimate targets under the laws of war
11.10.2022,"iravunk.com, Pravda.ru , runews24.ru","Pro-Kremlin’s narrative denying its own nuclear threats and accusing the West of heating up a nuclear topic.This is not the first time the Kremlin’s manipulation and disinformation machine has used a deep-seated and very reasonable fear of a nuclear disaster to advance its political and military goals in Ukraine.On 24 February 2022, Russia launched a full-scale invasion of Ukraine. On February 27, 2022, Vladimir Putin ordered his military to put Russia’s nuclear deterrence forces on high alert. Before that, Putin had warned that ""whoever tries to hinder us"" in Ukraine would see consequences 'you have never seen in history'.The current Russian military strategy reserves the option to use nuclear weapons first. Russia's nuclear doctrine allows for a nuclear strike after ""aggression against the Russian Federation with conventional weapons when the very existence of the state is threatened"", if the state is at risk or possibly if Russia is losing a major war.From the first day of the war, Russia has been voicing its right to use nuclear weapons in Ukraine at all levels, from high-ranking officials to propagandists.Dmitry Medvedev, former Russian president and now deputy chair of the Russian security council said Moscow’s nuclear doctrine does not require the enemy state to use such weapons first. He threatens a 'nuclear' move if NATO expands. In May, Medvedev warned about the nuclear war over Western arms deliveries to Ukraine. In September Medvedev raises the spectre of a nuclear strike and says NATO would not get involved.In another notable example of warmongering and threats from Russia, EU-sanctioned Russian TV Host Dmitry Kiselyov lashed out at the UK, accusing it of pushing Ukraine to continue fighting against Russia and threatening the UK with nuclear annihilation.Russian propagandist Margarita Simonyan, editor-in-chief of the propaganda outlets RT and Sputnik, stated that ""Vladimir Putin will launch an all-out nuclear war on the West rather than accept defeat in Ukraine"". In September Simonyan twitted: ""Judging by what is happening and still about to happen, this week marks either the eve of our imminent victory or the eve of nuclear war"".Chechen leader Ramzan Kadyrov called for Russia to use low-yield nuclear weapons.Talk about the use of tactical nuclear weapons intensified after the illegal annexation of Ukrainian territories. Without providing evidence, Russian President Vladimir Putin stated that top NATO officials had said that it’d be acceptable to carry out nuclear strikes on Russia. He threatened to use nuclear weapons adding that ""This is not a bluff"".'See other similar cases in our database: Russia has never threatened anyone with nuclear weapons; The West is pushing Ukraine towards a nuclear catastrophe; UK is pushing Ukraine to fight Russia promising assistance with nuclear strike.Read our articles The Dangerous Case of Nuclear Corners and Playing with nuclear fire.",Real,Russia does not threaten anyone with nuclear weapons
11.10.2022,geopolitika.ru,"Recurring pro-Kremlin disinformation narrative about the West’s alleged support for terrorism.No evidence given. In fact, instead of promoting the Islamic State, the US has been the leader of the global coalition to defeat it and is part of Operation Inherent Resolve to attack and degrade the capabilities of the group since 2014. However, this disinformation message aims to discredit US support to Ukrainian resistance -including financial and weapons supplies- against Russia’s aggression.See similar cases claiming that the West encouraged the creation of the Islamic State, who are its mercenaries; that the West is supporting terrorists to encircle Russia; that the US is transporting ISIS members to Afghanistan; that extremists and Nazis are being trained in Ukraine to act in Belarus and that the US is recruiting ISIS terrorists to fight in Ukraine.",Real,Anglo-Americans transferred Daesh terrorists used in Syria to Ukraine
10.10.2022,Laivaslaikrastis.lt,"Disinformation alleging that the US is behind the recent leaks in Nord Stream 1 and Nord Stream 2 gas pipelines.The article manipulates the content of the Reuters piece. The Reuters publication stated that “A U.S. Navy reconnaissance aircraft flew near the site of the ruptured Nord Stream 2 pipeline in the Baltic Sea hours after the first damage emerged, according to tracking reviewed by Reuters, a flight Washington said was routine.” This means that the flight took place after the of the damage of pipeline and could not be directly linked to it.Denmark, Sweden and Germany have started investigations to establish the cause of the leaks. Denmark and Sweden, in whose exclusive economic zone the leaks took place, are going to inspect the sites of the leaks after the gas stops coming out into the sea. This is the first step in determining what caused the leaks.Pro-Kremlin media are promoting a number of different claims alleging that the leaks benefit the U.S., Poland and Ukraine, which is similar to the Kremlin's disinformation campaign in the situation with MH-17.See similar cases, claiming that the US committed a terrorist attack by the explosion of Nord Stream, that the US benefits from destroying of Nord Stream, that the US blew up Nord Stream 1 and 2 to sell more gas to Europe.",Real,Reuters article demonstrates that Nord Stream pipelines were destroyed by US military aircraft
10.10.2022,Alterinfo,"Recurring disinformation about the president of Ukraine Volodymyr Zelenskyy, reversely accusing western countries of a nuclear aggression against Russia.The claim that Zelenskyy called upon the Western leaders to initiate nuclear strikes on Russia represents a misinterpretation of Zelenskyy’s comment. In fact, Zelenskyy did mention the need for a preventive response, although he never called for a nuclear strike on Russia. The representatives of the President’s office and the President himself clarified that preventive measures against the use of nuclear weapons by Russia entail the imposition of sanctions and not a direct nuclear attack on Russia. Read the full debunk at Myth Detector.Neither the US nor the EU is interested in a nuclear scenario in Ukraine. Any nuclear explosion may have unpredictable consequences for the whole world. It is Russia who is making irresponsible hints and statements about the possibility of using nuclear arms in its war against Ukraine.For several years now the Russian infosphere has seen nuclear threats being made against the west by figures like Dmitry Kiselyov or Vladimir Zhirinovsky are famous for this. Other Russian officials to make such statements are Dmitry Medvedev, Ramzan Kadyrov, or even Vladimir Putin who specified that “it was not a bluff”.On 24 February 2022, Russia launched a full-scale invasion of Ukraine. On February 27, 2022 Vladimir Putin ordered his military to put Russia’s nuclear deterrence forces on high alert. Before that, Putin had warned that ""whoever tries to hinder us"" in Ukraine would see consequences 'you have never seen in history'.From the first day of the war, Russia has been voicing its right to use nuclear weapons in Ukraine at all levels, from high-ranking officials to propagandists.Talk about the use of tactical nuclear weapons intensified after illegal annexation of Ukrainian territories. Without providing evidence, Russian President Vladimir Putin stated that top NATO officials had said that it’d be acceptable to carry out nuclear strikes on Russia. He threatened to use nuclear weapons adding that ""This Is Not a Bluff"".Ukrainian President Volodymyr Zelensky called on NATO to conduct “preventive action” against Russia to prevent their use of nuclear weapons in Ukraine.Read also related cases: Ukraine and the West are preparing a nuclear provocation , Russia has never threatened anyone with nuclear weapons , Russia did not violate the Budapest memorandum.",Real,Zelenskyy is pushing the world towards a nuclear war
10.10.2022,livenews.am,"Conspiracy theory and unsubstantiated claim from pro-Kremlin media about the explosion of the Nord Stream 1 and Nord Stream 2 gas pipelines. On 26 September 2022, the NS1 and the NS2 pipelines both ruptured. Denmark, Sweden view the Nord Stream pipeline leaks as 'deliberate actions'Sweden, Germany and Denmark opened an investigation of the incident. This is the first step in determining what caused the leaks. Anything before that would be mere speculation and conspiracy theory.As High Representative of the EU for Foreign Affairs and Security Policy Josep Borrell stated: ""Any deliberate disruption of European energy infrastructure is utterly unacceptable and will be met with a robust and united response."" NATO called the incidents ""deliberate, reckless, and irresponsible acts of sabotage. Joe Biden says Nord Stream leak is ‘Deliberate act of sabotage’.European Union at the moment did not name anyone who could be behind the incident.The term “Anglo-Saxons” in such cases normally stands for the US and UK and often means “evil”, “belligerent” and “morally corrupt” Westerners, as explained in our earlier analysis. As a negative catch-all term, the “Anglo-Saxons” term is a useful building block for pro-Kremlin conspiracy theories. You can find plenty of examples in our database.See other examples of disinformation accusing Anglo-Saxons acting against Russia: United Europe is a vassal of the Anglo-Saxons and they team up against Russia; Events in Kazakhstan are an attempt of Anglo-Saxons to encircle Russia; Anglo-Saxons invade the sphere of Russia’s national interests in Ukraine and the Balkans; Anglo-Saxons are on the edge of an anti-Russian attack.",Real,Anglo-Saxons are responsible for blowing up Russia's Nord Stream pipelines
10.10.2022,"argumenti.ru, Pravda.ru , military.pravda.ru, rus-bel.online, giport.ru, osnmedia.ru, ku.life, molva33.ru, mosregtoday.ru, inforeactor.ru, Ura.news, riafan.ruShow more","Unfounded pro-Kremlin disinformation intended to discredit the Ukrainian President. No evidence given to support the claim.The disinformation appeared in the context of Russia’s new wave of violent airstrikes carried out throughout Ukraine on October 10th, targeting multiple cities, including the capital. It was first claimed by the pro-Kremlin outlets, citing the former Ukrainian Rada MP Illia Kyva, that Zelenskyy fled Kyiv and he was headed for the Polish border. However, shortly after Zelenskyy uploaded a video address, taken in the vicinity of the presidential palace, proving that he remains in Kyiv. This prompted the pro-Kremlin media to twist their disinfo claim, alleging that the President of Ukraine was forced to return, that the West did not allow Zelenskyy to escape from Kyiv.In reality, videos of Zelenskyy released on October 10th, as well as his meeting with the US ambassador in Kyiv, prove that the president remained in Kyiv, therefore, claims that Zelenskyy fled Kyiv and then was forced to return back are groundless.Read the full debunk of this disinformation at Myth Detector.",Real,Zelenskyy fled Kyiv but was forced to return by the West
10.10.2022,actualidad-rt.com,"The claim is a conspiracy theory, as details on the attack on the Crimea bridge were still very scarce when this disinformation story was released, only hours after it had taken place. No evidence was provided to support it except the vague allegation that “Ukrainian services couldn’t do it alone”. The goal of this disinformation narrative is to denigrate Ukraine by portraying it as unable to achieve a military success by itself. Russia has also been pushing for a long time the narrative that it is fighting not only Ukraine but also NATO and the West as a whole.See other examples of similar disinformation narratives in our database, such as claims that Russia is under US and NATO attack, that the West wants to weaken and ruin Russia and make everyone a colony, that Russia is fighting NATO in Ukraine, nor the Ukrainian army, or that Ukraine commits acts of terrorism in Crimea to intimidate civilians. ",Real,Attack on the Crimea bridge was coordinated with foreign intelligence services
10.10.2022,RIA,"The claim advances a recurring pro-Kremlin disinformation narrative regarding NATO and Russia’s Nord Stream pipelines.In reality, this “kamikaze drone” had no relation to NATO at all. The device in question was a remotely operated vehicle designed to destroy underwater mines, and actually belonged to Sweden, a country that would not seek NATO membership for another seven years. Interestingly, RIA Novosti reported all these facts back in 2015, adding:“According to the [Swedish] military, the device posed no threat to either the pipeline or marine traffic, thanks to a built-in feature allowing for neutralising the device.”See here for additional debunking by The Insider (in Russian).",Real,"In 2015, NATO deployed a kamikaze drone near Nord Stream"
10.10.2022,odysee.com,"Pro-Kremlin’s narrative denying its own nuclear threats and reversely accusing western countries of a nuclear aggression against Russia.For several years now the Russian infosphere has seen nuclear threats being made against the west by figures like Dmitry Kiselyov or Vladimir Zhirinovsky are famous for this. Other Russian officials to make such statements are Dmitry Medvedev, Ramzan Kadyrov, or even Vladimir Putin who specified that “it was not a bluff”.The claim that President Zelenskyy called for “preventive strikes” against Russia is incorrect and comes from a misinterpretation from a translated interview.On 24 February 2022, Russia launched a full-scale invasion of Ukraine. On February 27, 2022 Vladimir Putin ordered his military to put Russia’s nuclear deterrence forces on high alert. Before that, Putin had warned that ""whoever tries to hinder us"" in Ukraine would see consequences 'you have never seen in history'.From the first day of the war, Russia has been voicing its right to use nuclear weapons in Ukraine at all levels, from high-ranking officials to propagandists.Dmitry Medvedev, former Russian president, now deputy chair of the Russian security council said Moscow’s nuclear doctrine does not require the enemy state to use such weapons first. He threatens 'nuclear' move if NATO expands. In May, Medvedev warned about nuclear war over Western arms deliveries to Ukraine. In September Medvedev raises spectre of nuclear strike and says NATO would not get involved.In another notable example of warmongering and threats from Russia, EU-sanctioned Russian TV Host Dmitry Kiselyov lashed out at the UK, accusing it of pushing Ukraine to continue fighting against Russia and threatening the UK with nuclear annihilation. Russian propagandist Margarita Simonyan, editor-in-chief of the propaganda outlets RT and Sputnik, stated that ""Vladimir Putin will launch an all-out nuclear war on the West rather than accept defeat in Ukraine"".Talk about the use of tactical nuclear weapons intensified after illegal annexation of Ukrainian territories. Without providing evidence, Russian President Vladimir Putin stated that top NATO officials had said that it’d be acceptable to carry out nuclear strikes on Russia. He threatened to use nuclear weapons adding that ""This Is Not a Bluff"".Ukrainian President Volodymyr Zelensky called on NATO to conduct “preventative action” against Russia to prevent their use of nuclear weapons in Ukraine. Read also related cases: Ukraine and the West are preparing a nuclear provocation , Russia has never threatened anyone with nuclear weapons , Russia did not violate the Budapest memorandum.",Real,"Russia is not threatening to use nuclear weapons, but the West is preparing a nuclear attack against Russia"
10.10.2022,"arabic.rt.com, rtarabic.com, nabd.com, raialyoum.com, ar.rtarabic.com","Recurring pro-Kremlin disinformation narrative about NATO and Russia’s invasion of Ukraine. The claim was neither counterbalanced nor critically challenged in the article.Ukraine is not fighting on behalf of any foreign government or organisation. Ukraine is a sovereign and independent state with a democratically-elected president and parliament. Ukraine's sovereignty has been violated only as a result of continuous acts of aggression by the Russian armed forces since 2014, culminating with a full-scale military invasion of Ukraine starting on 24 February 2022.In fact, Western leaders have been continuously calling for talks and a peaceful solution to stop Russia's war of aggression against Ukraine, but Moscow has been ignoring these efforts. The West is not interested in the continuation of the war at the heart of Europe and only supports Ukraine with military and financial aid for the country’s efficient self-defence against the unprovoked Russian invasion.Moreover, NATO is a defensive political and military alliance. The primary aim of the alliance is to maintain peace and safeguard the independence, security and territorial integrity of its members. NATO as an organisation is not involved in fighting in Ukraine. NATO member states provide Ukraine with military assistance to repel the unprovoked Russian aggression and not because of their alleged animosity towards Russia.At the Madrid Summit, NATO Leaders stated that the Alliance will continue political and practical support to Ukraine ""as it continues to defend its sovereignty and territorial integrity against Russian aggression. In the longer term, we will assist Ukraine, and support efforts on its path of post-war reconstruction and reforms.""Since Russia began its aggressive and unprovoked actions against Ukraine, Russian officials have accused NATO of a series of threats and hostile actions. Read here about Russian Myths on NATO.See similar cases that Russia is at war with NATO and the Pentagon and only the soldiers are Ukrainians; that NATO is at war with Russia with the hands of Ukrainians; that NATO was turning Ukraine into an enemy of Russia; that NATO has no interest in peace in Ukraine; and that the West is using Ukrainians to fight Russia in Ukraine.",Real,NATO is using Ukraine to fight Russia
10.10.2022,RT English,"The material and links may contain distressing/ graphic content.The claim advances a recurring pro-Kremlin disinformation narrative regarding Russia’s ongoing war of aggression against Ukraine.There is no conclusive evidence showing that Ukraine was responsible for the bridge explosion, nor has Kyiv claimed responsibility for the incident. However, even if we accept the Kremlin’s version of events - namely that the explosion was perpetrated by Ukraine’s military intelligence - this does not change the fact that this purported attack would constitute not an act of terrorism, but lawful sabotage under international humanitarian law (IHL).Throughout Russia’s full-scale invasion of Ukraine, the Crimean Bridge has been a vital military supply route between Russian territory and occupied Crimea. Under the Geneva Conventions, this allows for counting the bridge among those facilities which “make an effective contribution to military action and whose total or partial destruction [...], in the circumstances ruling at the time, offers a definite military advantage [para. 2]”; in turn this, disqualifies it as a protected civilian object.On the other hand, Russia’s retaliatory attacks hit a number of non-military facilities, residential centres, and cultural sites across Ukraine, resulting in dozens of civilian deaths. In particular, extensive material damage and numerous casualties were seen in Kyiv, a city located hundreds of kilometres away from the frontline. Given the sheer number of indiscriminate attacks on areas with no discernible military use [para. 4], Russia has come much closer than Ukraine to conducting military operations “the primary purpose of which is to spread terror among the civilian population - see Article 51(2) of Additional Protocol I to the Geneva Conventions.See here for an in-depth legal analysis of the Crimean Bridge explosion and the Russian response.",Real,"Ukraine's attack on Crimean Bridge was a terrorist act, Russia had every right to respond"
10.10.2022,Laivaslaikrastis.lt,"Recurring disinformation about the president of Ukraine Volodymyr Zelensky, reversely accusing western countries of a nuclear aggression against Russia.For several years now the Russian infosphere has seen nuclear threats being made against the west by figures like Dmitry Kiselyov or Vladimir Zhirinovsky are famous for this. Other Russian officials to make such statements are Dmitry Medvedev, Ramzan Kadyrov, or even Vladimir Putin who specified that “it was not a bluff”.The claim that President Zelenskyy called for “preventive strikes” against Russia is incorrect and comes from a misinterpretation from a translated interview.On 24 February 2022, Russia launched a full-scale invasion of Ukraine. On February 27, 2022 Vladimir Putin ordered his military to put Russia’s nuclear deterrence forces on high alert. Before that, Putin had warned that ""whoever tries to hinder us"" in Ukraine would see consequences 'you have never seen in history'.From the first day of the war, Russia has been voicing its right to use nuclear weapons in Ukraine at all levels, from high-ranking officials to propagandists.Talk about the use of tactical nuclear weapons intensified after illegal annexation of Ukrainian territories. Without providing evidence, Russian President Vladimir Putin stated that top NATO officials had said that it’d be acceptable to carry out nuclear strikes on Russia. He threatened to use nuclear weapons adding that ""This Is Not a Bluff"".Ukrainian President Volodymyr Zelensky called on NATO to conduct “preventative action” against Russia to prevent their use of nuclear weapons in Ukraine. Read also related cases: Ukraine and the West are preparing a nuclear provocation , Russia has never threatened anyone with nuclear weapons , Russia did not violate the Budapest memorandum.",Real,Volodymyr Zelensky asks NATO to launch a nuclear war against Russia
10.10.2022,sputniknews.lat,"This is a recurring pro-Kremlin disinformation narrative about sanctions in the context of the unprovoked invasion of Ukraine. In this case, this narrative is also used to attack the Organisation of American States, a frequent target of pro-Kremlin criticism as this institution has been very critical of several countries allied of Moscow such as Venezuela or Nicaragua. Russia’s status as permanent observer at OAS was suspended in April 2022 as a result of Russia’s invasion.The claim that sanctions are the cause of global food and energy crisis is an attempt to deflect Russia's responsibility in this situation. Large-scale wars are, by definition, bound to cause global supply shocks that trigger inflation and chain disruptions. The Russian invasion of Ukraine has destabilised global food markets and is driving food prices up due to increased cost of production, transport and freight insurance. Russia has also destroyed substantial food stocks, production, as well as processing and transport capacities in Ukraine.The allegation that the US and the EU don’t care about starving Latin Americans is demonstrably false. EU sanctions do not include trade with Ukraine. As for trade with Russia, the sanctions do not include the import of agricultural products unless a sanctioned individual is involved. Moreover, the sanctions only cover bilateral trade between the EU and Russia, meaning that third countries can import Russian agrifood products without restriction. The US also exempts transactions for food, agricultural products and medical supplies from sanctions.",Real,The US and the EU don’t care about starving many millions of Latin Americans
09.10.2022,"alghad.tv, almatareed.org, arabic.rt.com, asharqalarabi.org.uk","The claim is disinformation, as details about the attack on the Crimea bridge were still very scarce when this story was released, only hours after it had taken place. The goal of this narrative is to denigrate Ukraine by portraying it as unable to achieve military success by itself. Russia has also been pushing for a long time the narrative that it is fighting not only Ukraine but also NATO and the West as a whole.As for the leaks in the Nord Stream pipelines, Denmark, Sweden and Germany have started investigations to establish the cause of the leaks. Denmark and Sweden, in whose exclusive economic zone the leaks took place, are going to inspect the sites of the leaks after the gas stops coming out into the sea. This is the first step in determining what caused the leaks. Anything before that would be mere speculation and conspiracy theory. See also our article Nord Stream 1 & 2 sabotage - disinformation a la MH-17?See other examples of similar disinformation narratives in our database, such as claims that Russia is under US and NATO attack, that the West wants to weaken and ruin Russia and make everyone a colony, that Russia is fighting NATO in Ukraine, nor the Ukrainian army, or that Ukraine commits acts of terrorism in Crime",Real,Anglo-Saxons behind explosions of Crimea bridge and Nord Stream pipelines
08.10.2022,"elfagr.org, almanar.com.lb, arabic.rt.com, newnews4.com, nabd.com, alalam.ir, manartv.com.lb, midline-news.net, gate.ahram.org.eg, rtarabic.com, hawamer.com, alazmenah.com, barhout.net, internews.dzShow more","The claim is disinformation, as details about the attack on the Crimea bridge were still very scarce when this disinformation story was released, only hours after it had taken place. No evidence was provided to support it except the vague allegation that “Kyiv does nothing without instructions from the West”. The goal of this disinformation narrative is to denigrate Ukraine by portraying it as unable to achieve military success by itself. Russia has also been pushing for a long time the narrative that it is fighting not only Ukraine but also NATO and the West as a whole.See other examples of similar disinformation narratives in our database, such as claims that Russia is under US and NATO attack, that the West wants to weaken and ruin Russia and make everyone a colony, that Russia is fighting NATO in Ukraine, nor the Ukrainian army, or that Ukraine commits acts of terrorism in Crimea to intimidate civilians. ",Real,West is behind Crimea bridge explosion
07.10.2022,oroszhirek.hu,"Recurring pro-Kremlin disinformation narrative about NATO, portraying it as a belligerent organisation.NATO is a defensive alliance whose primary aim is to maintain peace and safeguard the independence, security and territorial integrity of its members. NATO constitutes a system of collective defence whereby its member states agree to mutual defence in response to an attack by any external party. NATO's official policy is that ""the Alliance does not seek confrontation and poses no threat to Russia.""See similar cases in our database: The role of NATO is to increase the confrontation with Russia; NATO aims to destabilise Europe; Russophobic Baltic NATO-States responsible for turning defensive NATO-alliance into a confrontation with Russia; NATO is leading humanity to WWIII. ",Real,NATO is aggressive
